bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_invasiv_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
01,01001,3,1,1,2,6,34,2021-06-02 12:15:00,34,1
01,01002,5,3,3,3,48,116,2021-06-02 12:15:00,115,43
01,01003,2,7,4,2,27,108,2021-06-02 12:15:00,108,27
01,01004,1,0,0,1,3,22,2021-06-02 12:15:00,22,3
01,01051,1,3,3,1,2,36,2021-06-02 12:15:00,36,2
01,01053,2,1,1,2,4,14,2021-06-02 12:15:00,14,4
01,01054,3,0,0,3,14,10,2021-06-02 12:15:00,10,14
01,01055,3,0,0,3,16,35,2021-06-02 12:15:00,35,16
01,01056,2,1,1,2,3,34,2021-06-02 12:15:00,34,3
01,01057,1,3,3,1,6,6,2021-06-02 12:15:00,6,6
01,01058,5,1,1,3,23,18,2021-06-02 12:15:00,17,19
01,01059,1,0,0,1,3,21,2021-06-02 12:15:00,21,3
01,01060,4,3,2,4,27,68,2021-06-02 12:15:00,68,27
01,01061,3,0,0,1,20,23,2021-06-02 12:15:00,20,10
01,01062,3,1,1,3,7,27,2021-06-02 12:15:00,27,7
02,02000,33,43,39,23,105,542,2021-06-02 12:15:00,467,72
03,03101,7,2,2,5,28,104,2021-06-02 12:15:00,91,24
03,03102,2,1,1,2,4,25,2021-06-02 12:15:00,25,4
03,03103,3,4,0,1,3,29,2021-06-02 12:15:00,24,0
03,03151,1,3,2,1,0,10,2021-06-02 12:15:00,10,0
03,03153,3,3,3,3,6,21,2021-06-02 12:15:00,21,6
03,03154,1,2,1,1,3,15,2021-06-02 12:15:00,15,3
03,03155,2,1,0,2,8,12,2021-06-02 12:15:00,12,8
03,03157,1,2,1,1,0,15,2021-06-02 12:15:00,15,0
03,03158,1,0,0,1,3,13,2021-06-02 12:15:00,13,3
03,03159,8,22,15,7,23,134,2021-06-02 12:15:00,120,15
03,03241,19,35,27,16,37,353,2021-06-02 12:15:00,316,30
03,03251,3,0,0,3,7,11,2021-06-02 12:15:00,11,7
03,03252,6,0,0,4,12,60,2021-06-02 12:15:00,58,10
03,03254,7,3,2,4,19,54,2021-06-02 12:15:00,48,15
03,03255,1,1,0,1,3,8,2021-06-02 12:15:00,8,3
03,03256,1,0,0,1,4,20,2021-06-02 12:15:00,20,4
03,03257,1,0,0,1,0,22,2021-06-02 12:15:00,22,0
03,03351,2,1,1,1,8,23,2021-06-02 12:15:00,18,5
03,03352,2,1,0,2,8,4,2021-06-02 12:15:00,4,8
03,03353,3,2,1,3,2,32,2021-06-02 12:15:00,32,2
03,03354,1,0,0,1,6,4,2021-06-02 12:15:00,4,6
03,03355,3,2,1,1,10,31,2021-06-02 12:15:00,23,1
03,03356,3,2,1,2,4,12,2021-06-02 12:15:00,12,4
03,03357,3,1,0,2,7,25,2021-06-02 12:15:00,22,6
03,03358,2,0,0,2,2,16,2021-06-02 12:15:00,16,2
03,03359,3,4,2,2,5,28,2021-06-02 12:15:00,28,2
03,03360,2,2,2,2,4,72,2021-06-02 12:15:00,72,4
03,03361,2,2,0,2,1,14,2021-06-02 12:15:00,14,1
03,03401,1,1,1,1,0,19,2021-06-02 12:15:00,19,0
03,03402,1,3,2,1,0,13,2021-06-02 12:15:00,13,0
03,03403,6,9,5,3,12,100,2021-06-02 12:15:00,83,2
03,03404,4,8,5,3,20,97,2021-06-02 12:15:00,84,17
03,03405,2,1,1,1,9,17,2021-06-02 12:15:00,14,4
03,03451,3,0,0,2,5,28,2021-06-02 12:15:00,28,5
03,03452,4,3,1,3,8,28,2021-06-02 12:15:00,23,5
03,03453,3,2,1,3,2,21,2021-06-02 12:15:00,21,2
03,03454,10,4,1,6,37,56,2021-06-02 12:15:00,48,17
03,03455,2,2,0,2,8,25,2021-06-02 12:15:00,25,8
03,03456,1,3,2,1,1,24,2021-06-02 12:15:00,24,1
03,03457,6,1,0,4,9,20,2021-06-02 12:15:00,20,4
03,03458,1,0,0,1,0,7,2021-06-02 12:15:00,7,0
03,03459,7,0,0,6,16,85,2021-06-02 12:15:00,85,16
03,03460,5,1,0,3,4,30,2021-06-02 12:15:00,25,1
03,03461,2,0,0,2,6,9,2021-06-02 12:15:00,9,6
03,03462,1,2,0,1,1,7,2021-06-02 12:15:00,7,1
04,04011,9,19,17,9,14,135,2021-06-02 12:15:00,135,14
04,04012,4,2,1,3,8,47,2021-06-02 12:15:00,39,4
05,05111,14,27,16,11,32,266,2021-06-02 12:15:00,245,24
05,05112,16,11,7,9,29,168,2021-06-02 12:15:00,148,20
05,05113,15,23,18,12,38,331,2021-06-02 12:15:00,308,35
05,05114,7,6,6,4,17,69,2021-06-02 12:15:00,58,16
05,05116,6,0,0,4,8,81,2021-06-02 12:15:00,74,8
05,05117,2,6,5,2,3,31,2021-06-02 12:15:00,31,3
05,05119,7,4,3,4,18,61,2021-06-02 12:15:00,51,9
05,05120,1,1,0,1,1,25,2021-06-02 12:15:00,25,1
05,05122,4,12,8,3,7,70,2021-06-02 12:15:00,68,5
05,05124,7,9,8,5,24,124,2021-06-02 12:15:00,113,21
05,05154,8,5,4,5,16,57,2021-06-02 12:15:00,57,8
05,05158,7,3,1,6,9,60,2021-06-02 12:15:00,60,6
05,05162,7,13,6,5,13,89,2021-06-02 12:15:00,82,6
05,05166,4,5,3,4,5,30,2021-06-02 12:15:00,30,5
05,05170,11,9,6,8,27,103,2021-06-02 12:15:00,102,19
05,05314,18,18,14,11,16,275,2021-06-02 12:15:00,219,10
05,05315,31,59,37,18,29,418,2021-06-02 12:15:00,362,25
05,05316,5,3,1,2,26,52,2021-06-02 12:15:00,44,10
05,05334,13,35,32,7,16,286,2021-06-02 12:15:00,267,14
05,05358,7,5,4,5,9,57,2021-06-02 12:15:00,51,7
05,05362,7,8,5,7,10,71,2021-06-02 12:15:00,71,10
05,05366,3,2,2,3,6,22,2021-06-02 12:15:00,22,6
05,05370,3,5,3,3,3,34,2021-06-02 12:15:00,34,3
05,05374,6,1,1,6,10,72,2021-06-02 12:15:00,72,10
05,05378,4,3,2,4,9,31,2021-06-02 12:15:00,31,9
05,05382,7,10,7,6,12,77,2021-06-02 12:15:00,66,11
05,05512,2,2,2,2,11,32,2021-06-02 12:15:00,32,11
05,05513,7,8,5,4,23,75,2021-06-02 12:15:00,67,5
05,05515,9,5,4,7,28,212,2021-06-02 12:15:00,201,23
05,05554,6,4,4,5,16,53,2021-06-02 12:15:00,53,14
05,05558,5,1,1,3,6,27,2021-06-02 12:15:00,17,6
05,05562,15,12,4,14,39,188,2021-06-02 12:15:00,164,31
05,05566,7,4,3,5,31,72,2021-06-02 12:15:00,62,26
05,05570,6,4,0,5,15,31,2021-06-02 12:15:00,29,15
05,05711,6,10,8,4,14,126,2021-06-02 12:15:00,106,6
05,05754,4,3,2,4,10,44,2021-06-02 12:15:00,44,10
05,05758,5,6,3,3,12,50,2021-06-02 12:15:00,45,7
05,05762,6,0,0,5,5,30,2021-06-02 12:15:00,26,5
05,05766,2,4,3,2,3,47,2021-06-02 12:15:00,47,3
05,05770,9,12,10,6,21,191,2021-06-02 12:15:00,171,14
05,05774,7,18,18,5,17,81,2021-06-02 12:15:00,70,13
05,05911,8,11,11,6,24,169,2021-06-02 12:15:00,151,21
05,05913,9,12,8,9,29,256,2021-06-02 12:15:00,256,29
05,05914,7,3,2,5,14,74,2021-06-02 12:15:00,69,9
05,05915,7,3,2,5,15,77,2021-06-02 12:15:00,65,5
05,05916,4,6,6,4,4,61,2021-06-02 12:15:00,61,4
05,05954,8,3,0,6,39,102,2021-06-02 12:15:00,74,30
05,05958,10,6,3,9,46,58,2021-06-02 12:15:00,57,39
05,05962,10,10,5,8,19,99,2021-06-02 12:15:00,98,12
05,05966,3,6,5,3,10,18,2021-06-02 12:15:00,18,10
05,05970,8,1,0,7,44,101,2021-06-02 12:15:00,84,35
05,05974,9,0,0,7,18,69,2021-06-02 12:15:00,60,17
05,05978,8,8,4,8,21,88,2021-06-02 12:15:00,88,21
06,06411,7,7,5,4,18,86,2021-06-02 12:15:00,52,7
06,06412,17,30,16,12,48,240,2021-06-02 12:15:00,217,42
06,06413,4,16,4,2,14,84,2021-06-02 12:15:00,78,7
06,06414,6,16,12,4,14,84,2021-06-02 12:15:00,72,14
06,06431,5,1,1,5,6,36,2021-06-02 12:15:00,36,6
06,06432,2,14,9,2,0,27,2021-06-02 12:15:00,27,0
06,06433,2,3,1,2,5,17,2021-06-02 12:15:00,17,5
06,06434,2,5,2,2,5,22,2021-06-02 12:15:00,22,5
06,06435,7,5,1,4,26,56,2021-06-02 12:15:00,52,16
06,06436,2,5,1,2,2,25,2021-06-02 12:15:00,25,2
06,06437,2,17,3,2,5,121,2021-06-02 12:15:00,121,5
06,06438,2,4,3,2,3,16,2021-06-02 12:15:00,16,3
06,06439,2,2,1,2,3,13,2021-06-02 12:15:00,13,3
06,06440,5,3,1,5,2,61,2021-06-02 12:15:00,61,2
06,06531,6,25,16,4,21,208,2021-06-02 12:15:00,190,18
06,06532,2,2,0,2,11,40,2021-06-02 12:15:00,40,11
06,06533,3,9,5,3,11,41,2021-06-02 12:15:00,41,11
06,06534,3,1,0,3,13,134,2021-06-02 12:15:00,134,13
06,06535,4,1,1,4,8,18,2021-06-02 12:15:00,18,8
06,06611,6,13,6,6,17,139,2021-06-02 12:15:00,139,17
06,06631,5,7,4,3,18,74,2021-06-02 12:15:00,69,12
06,06632,4,2,0,3,20,40,2021-06-02 12:15:00,38,15
06,06633,4,1,1,4,7,23,2021-06-02 12:15:00,23,7
06,06634,3,5,3,3,8,23,2021-06-02 12:15:00,23,8
06,06635,6,5,3,6,10,69,2021-06-02 12:15:00,69,10
06,06636,3,1,0,3,4,28,2021-06-02 12:15:00,28,4
07,07111,6,4,3,4,21,90,2021-06-02 12:15:00,80,13
07,07131,2,2,0,2,5,14,2021-06-02 12:15:00,14,5
07,07132,2,2,1,2,5,10,2021-06-02 12:15:00,10,5
07,07133,6,0,0,4,24,25,2021-06-02 12:15:00,21,14
07,07134,2,0,0,2,4,18,2021-06-02 12:15:00,18,4
07,07135,2,1,0,2,12,1,2021-06-02 12:15:00,1,12
07,07137,3,4,2,3,11,27,2021-06-02 12:15:00,27,11
07,07138,8,4,0,5,21,48,2021-06-02 12:15:00,34,20
07,07140,2,0,0,2,4,8,2021-06-02 12:15:00,8,4
07,07141,5,6,5,5,3,28,2021-06-02 12:15:00,28,3
07,07143,4,5,4,4,7,24,2021-06-02 12:15:00,24,7
07,07211,6,4,3,3,22,62,2021-06-02 12:15:00,54,18
07,07231,2,1,0,2,3,21,2021-06-02 12:15:00,21,3
07,07232,2,1,0,2,2,12,2021-06-02 12:15:00,12,2
07,07233,2,0,0,2,2,14,2021-06-02 12:15:00,14,2
07,07235,2,0,0,2,9,7,2021-06-02 12:15:00,7,9
07,07311,1,2,1,1,3,10,2021-06-02 12:15:00,10,3
07,07312,3,7,6,1,24,89,2021-06-02 12:15:00,83,17
07,07313,3,0,0,2,12,14,2021-06-02 12:15:00,14,5
07,07314,6,7,7,4,15,100,2021-06-02 12:15:00,85,14
07,07315,2,14,7,2,15,93,2021-06-02 12:15:00,93,15
07,07316,1,0,0,1,2,13,2021-06-02 12:15:00,13,2
07,07317,2,1,1,1,5,11,2021-06-02 12:15:00,8,4
07,07318,3,4,4,2,0,28,2021-06-02 12:15:00,27,0
07,07319,3,7,2,1,8,44,2021-06-02 12:15:00,25,5
07,07320,1,0,0,1,12,2,2021-06-02 12:15:00,2,12
07,07331,1,0,0,1,2,5,2021-06-02 12:15:00,5,2
07,07332,2,0,0,2,6,10,2021-06-02 12:15:00,10,6
07,07333,2,3,0,2,4,8,2021-06-02 12:15:00,8,4
07,07334,2,1,1,2,10,11,2021-06-02 12:15:00,11,10
07,07335,1,1,1,1,8,6,2021-06-02 12:15:00,6,8
07,07336,1,1,0,1,0,13,2021-06-02 12:15:00,13,0
07,07337,2,0,0,2,4,8,2021-06-02 12:15:00,8,4
07,07339,1,1,1,1,1,6,2021-06-02 12:15:00,6,1
07,07340,1,1,1,1,6,3,2021-06-02 12:15:00,3,6
08,08111,12,23,11,10,39,214,2021-06-02 12:15:00,196,35
08,08115,6,7,4,4,6,42,2021-06-02 12:15:00,33,2
08,08116,8,15,11,4,9,72,2021-06-02 12:15:00,58,7
08,08117,5,10,7,3,11,37,2021-06-02 12:15:00,34,2
08,08118,5,35,18,4,1,96,2021-06-02 12:15:00,95,0
08,08119,4,10,6,2,13,48,2021-06-02 12:15:00,42,6
08,08121,3,9,4,1,15,40,2021-06-02 12:15:00,32,4
08,08125,2,3,2,2,4,48,2021-06-02 12:15:00,48,4
08,08126,1,1,0,1,0,7,2021-06-02 12:15:00,7,0
08,08127,4,3,2,2,6,44,2021-06-02 12:15:00,36,6
08,08128,4,1,1,3,17,47,2021-06-02 12:15:00,39,9
08,08135,2,1,0,1,14,10,2021-06-02 12:15:00,10,8
08,08136,8,5,2,4,15,56,2021-06-02 12:15:00,40,9
08,08211,3,1,0,1,0,20,2021-06-02 12:15:00,10,0
08,08212,6,7,4,4,24,107,2021-06-02 12:15:00,96,23
08,08215,3,8,3,3,3,48,2021-06-02 12:15:00,48,3
08,08216,2,0,0,2,1,9,2021-06-02 12:15:00,9,1
08,08221,8,9,7,6,36,210,2021-06-02 12:15:00,179,28
08,08222,6,21,16,3,15,110,2021-06-02 12:15:00,91,11
08,08225,3,3,2,3,4,17,2021-06-02 12:15:00,17,4
08,08226,4,2,1,4,4,36,2021-06-02 12:15:00,36,4
08,08231,4,12,5,2,5,59,2021-06-02 12:15:00,51,3
08,08235,3,1,1,3,1,24,2021-06-02 12:15:00,24,1
08,08236,2,1,1,2,4,8,2021-06-02 12:15:00,8,4
08,08237,1,3,2,1,2,12,2021-06-02 12:15:00,12,2
08,08311,7,27,18,4,36,188,2021-06-02 12:15:00,162,26
08,08315,3,2,0,3,1,28,2021-06-02 12:15:00,28,1
08,08316,3,5,2,3,1,89,2021-06-02 12:15:00,89,1
08,08317,8,3,2,6,17,73,2021-06-02 12:15:00,66,12
08,08325,2,3,1,2,2,8,2021-06-02 12:15:00,8,2
08,08326,6,7,2,2,14,43,2021-06-02 12:15:00,38,8
08,08327,1,3,1,1,4,6,2021-06-02 12:15:00,6,4
08,08335,10,2,0,6,22,72,2021-06-02 12:15:00,60,15
08,08336,2,2,1,2,8,23,2021-06-02 12:15:00,15,2
