bundesland,gemeindeschluessel,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_aktuell_beatmet,anzahl_standorte,betten_frei,betten_belegt,daten_stand,betten_belegt_nur_erwachsen,betten_frei_nur_erwachsen
05,05962,10,28,9,8,22,101,2021-03-29 12:15:00,101,14
05,05966,3,2,1,3,13,15,2021-03-29 12:15:00,15,13
05,05970,8,20,5,7,27,120,2021-03-29 12:15:00,103,18
05,05974,9,4,0,7,21,63,2021-03-29 12:15:00,56,16
05,05978,8,10,9,8,14,95,2021-03-29 12:15:00,95,14
06,06411,7,11,6,4,17,90,2021-03-29 12:15:00,59,3
06,06412,17,72,24,12,45,253,2021-03-29 12:15:00,226,42
06,06413,4,25,6,2,15,85,2021-03-29 12:15:00,78,9
06,06414,6,16,7,4,19,89,2021-03-29 12:15:00,81,15
06,06431,5,7,4,5,10,30,2021-03-29 12:15:00,30,10
06,06432,2,15,10,2,4,24,2021-03-29 12:15:00,24,4
06,06433,2,10,2,2,3,19,2021-03-29 12:15:00,19,3
06,06434,2,6,3,2,5,22,2021-03-29 12:15:00,22,5
06,06435,7,16,7,4,12,72,2021-03-29 12:15:00,64,6
06,06436,2,8,2,2,2,26,2021-03-29 12:15:00,26,2
06,06437,2,19,9,2,9,117,2021-03-29 12:15:00,117,9
06,06438,2,10,7,2,1,20,2021-03-29 12:15:00,20,1
06,06439,2,1,0,2,4,12,2021-03-29 12:15:00,12,4
06,06440,5,14,6,5,3,67,2021-03-29 12:15:00,67,3
06,06531,6,32,27,4,16,211,2021-03-29 12:15:00,187,15
06,06532,2,4,1,2,3,47,2021-03-29 12:15:00,47,3
06,06533,4,7,6,4,9,45,2021-03-29 12:15:00,45,9
06,06534,3,12,4,3,37,120,2021-03-29 12:15:00,120,37
06,06535,4,0,0,4,5,20,2021-03-29 12:15:00,20,5
06,06611,6,14,12,6,23,133,2021-03-29 12:15:00,133,23
06,06631,5,20,10,3,12,78,2021-03-29 12:15:00,72,7
06,06632,4,13,5,3,10,43,2021-03-29 12:15:00,41,5
06,06633,4,0,0,4,13,21,2021-03-29 12:15:00,21,13
06,06634,3,3,1,3,12,22,2021-03-29 12:15:00,22,12
06,06635,7,4,1,7,32,82,2021-03-29 12:15:00,82,32
06,06636,3,4,2,3,11,21,2021-03-29 12:15:00,21,11
07,07111,6,14,7,4,26,85,2021-03-29 12:15:00,75,20
07,07131,2,4,1,2,2,16,2021-03-29 12:15:00,16,2
07,07132,2,2,1,2,6,5,2021-03-29 12:15:00,5,6
07,07133,6,1,1,4,16,34,2021-03-29 12:15:00,28,8
07,07134,2,0,0,2,9,13,2021-03-29 12:15:00,13,9
07,07135,2,1,0,2,6,7,2021-03-29 12:15:00,7,6
07,07137,3,4,2,3,13,25,2021-03-29 12:15:00,25,13
07,07138,8,9,7,5,18,49,2021-03-29 12:15:00,40,14
07,07140,2,1,0,2,5,11,2021-03-29 12:15:00,11,5
07,07141,5,3,2,5,7,23,2021-03-29 12:15:00,23,7
07,07143,4,8,3,4,7,22,2021-03-29 12:15:00,22,7
07,07211,6,6,6,3,22,64,2021-03-29 12:15:00,52,22
07,07231,2,1,1,2,7,17,2021-03-29 12:15:00,17,7
07,07232,2,1,0,2,5,10,2021-03-29 12:15:00,10,5
07,07233,2,1,1,2,4,12,2021-03-29 12:15:00,12,4
07,07235,2,2,1,2,6,11,2021-03-29 12:15:00,11,6
07,07311,1,5,0,1,1,14,2021-03-29 12:15:00,14,1
07,07312,3,3,2,1,23,90,2021-03-29 12:15:00,82,18
07,07313,3,1,0,2,12,17,2021-03-29 12:15:00,16,6
07,07314,6,18,9,4,21,100,2021-03-29 12:15:00,86,19
07,07315,2,6,4,2,18,93,2021-03-29 12:15:00,93,18
07,07316,1,0,0,1,2,13,2021-03-29 12:15:00,13,2
07,07317,2,3,0,1,5,11,2021-03-29 12:15:00,8,4
07,07318,3,9,6,2,1,30,2021-03-29 12:15:00,30,1
07,07319,3,4,1,1,10,42,2021-03-29 12:15:00,27,3
07,07320,1,0,0,1,6,8,2021-03-29 12:15:00,8,6
07,07331,1,1,0,1,2,6,2021-03-29 12:15:00,6,2
07,07332,2,0,0,2,7,10,2021-03-29 12:15:00,10,7
07,07333,2,0,0,2,9,3,2021-03-29 12:15:00,3,9
07,07334,2,7,4,2,4,20,2021-03-29 12:15:00,20,4
07,07335,1,1,1,1,11,3,2021-03-29 12:15:00,3,11
07,07336,1,1,1,1,2,14,2021-03-29 12:15:00,14,2
07,07337,2,0,0,2,3,10,2021-03-29 12:15:00,10,3
07,07339,1,0,0,1,0,11,2021-03-29 12:15:00,11,0
07,07340,1,2,0,1,4,5,2021-03-29 12:15:00,5,4
08,08111,12,23,10,10,48,213,2021-03-29 12:15:00,194,40
08,08115,6,6,3,4,13,42,2021-03-29 12:15:00,33,9
08,08116,8,20,7,4,12,65,2021-03-29 12:15:00,53,8
08,08117,5,7,5,3,12,39,2021-03-29 12:15:00,38,2
08,08118,5,18,13,4,4,92,2021-03-29 12:15:00,90,4
08,08119,4,7,5,2,13,48,2021-03-29 12:15:00,40,8
08,08121,3,11,6,1,9,52,2021-03-29 12:15:00,41,1
08,08125,2,4,3,2,7,42,2021-03-29 12:15:00,42,7
08,08126,1,1,1,1,0,7,2021-03-29 12:15:00,7,0
08,08127,4,12,6,2,8,40,2021-03-29 12:15:00,35,5
08,08128,4,9,4,3,24,44,2021-03-29 12:15:00,37,15
08,08135,2,1,0,1,6,16,2021-03-29 12:15:00,14,2
08,08136,8,11,7,4,14,59,2021-03-29 12:15:00,43,10
08,08211,3,7,6,1,4,18,2021-03-29 12:15:00,9,3
08,08212,6,20,9,4,10,119,2021-03-29 12:15:00,108,9
08,08215,3,8,2,3,8,41,2021-03-29 12:15:00,41,8
08,08216,2,0,0,2,4,8,2021-03-29 12:15:00,8,4
08,08221,8,21,10,6,42,215,2021-03-29 12:15:00,184,34
08,08222,6,19,16,3,17,116,2021-03-29 12:15:00,96,14
08,08225,3,1,0,3,7,13,2021-03-29 12:15:00,13,7
08,08226,4,5,3,4,6,34,2021-03-29 12:15:00,34,6
08,08231,4,5,2,2,17,50,2021-03-29 12:15:00,38,16
08,08235,3,1,1,3,8,19,2021-03-29 12:15:00,19,8
08,08236,2,0,0,2,4,8,2021-03-29 12:15:00,8,4
08,08237,1,2,0,1,1,11,2021-03-29 12:15:00,11,1
08,08311,7,20,15,4,29,171,2021-03-29 12:15:00,148,16
08,08315,4,5,0,4,6,47,2021-03-29 12:15:00,47,6
08,08316,3,7,6,3,4,88,2021-03-29 12:15:00,88,4
08,08317,8,15,7,6,18,75,2021-03-29 12:15:00,69,12
08,08325,2,2,1,2,3,7,2021-03-29 12:15:00,7,3
08,08326,6,8,0,2,8,48,2021-03-29 12:15:00,40,4
08,08327,1,3,2,1,6,6,2021-03-29 12:15:00,6,6
08,08335,10,8,2,6,30,64,2021-03-29 12:15:00,54,21
08,08336,2,3,2,2,3,27,2021-03-29 12:15:00,14,3
08,08337,1,3,2,1,1,8,2021-03-29 12:15:00,8,1
08,08415,3,1,1,1,11,33,2021-03-29 12:15:00,18,2
08,08416,5,9,8,2,14,96,2021-03-29 12:15:00,71,10
08,08417,1,5,1,1,3,22,2021-03-29 12:15:00,22,3
08,08421,5,13,9,4,30,112,2021-03-29 12:15:00,94,26
08,08425,2,2,1,2,2,12,2021-03-29 12:15:00,12,2
08,08426,1,2,0,1,3,11,2021-03-29 12:15:00,11,3
08,08435,5,7,0,3,9,57,2021-03-29 12:15:00,55,6
08,08436,6,17,6,4,22,48,2021-03-29 12:15:00,48,10
08,08437,2,6,3,2,1,13,2021-03-29 12:15:00,13,1
09,09161,1,4,4,1,11,38,2021-03-29 12:15:00,38,11
09,09162,36,73,46,25,51,536,2021-03-29 12:15:00,461,42
09,09163,3,5,5,1,13,32,2021-03-29 12:15:00,23,8
09,09171,3,3,2,2,4,24,2021-03-29 12:15:00,17,4
09,09172,3,3,2,3,1,20,2021-03-29 12:15:00,20,1
09,09173,2,4,1,2,2,22,2021-03-29 12:15:00,22,2
09,09174,1,4,3,1,4,22,2021-03-29 12:15:00,22,4
09,09175,1,5,5,1,4,17,2021-03-29 12:15:00,17,4
09,09176,3,3,1,3,4,49,2021-03-29 12:15:00,49,4
09,09177,1,1,0,1,4,15,2021-03-29 12:15:00,15,4
09,09178,1,3,2,1,6,8,2021-03-29 12:15:00,8,6
09,09179,1,2,2,1,3,9,2021-03-29 12:15:00,9,3
09,09180,4,9,3,2,14,56,2021-03-29 12:15:00,53,10
09,09181,2,2,0,1,6,8,2021-03-29 12:15:00,8,3
09,09182,1,1,1,1,4,22,2021-03-29 12:15:00,22,4
09,09183,1,4,3,1,2,14,2021-03-29 12:15:00,14,2
09,09184,2,0,0,2,2,8,2021-03-29 12:15:00,8,2
09,09185,4,1,1,2,9,25,2021-03-29 12:15:00,11,3
09,09186,1,0,0,1,2,6,2021-03-29 12:15:00,6,2
09,09187,5,13,10,5,15,50,2021-03-29 12:15:00,50,15
09,09188,6,6,2,5,5,47,2021-03-29 12:15:00,42,5
09,09189,4,11,9,3,3,46,2021-03-29 12:15:00,42,1
09,09190,3,5,3,3,9,15,2021-03-29 12:15:00,15,9
09,09261,5,13,3,3,10,51,2021-03-29 12:15:00,37,4
09,09262,4,1,0,2,11,36,2021-03-29 12:15:00,25,8
09,09263,1,6,3,1,6,24,2021-03-29 12:15:00,24,6
09,09271,2,8,5,2,2,33,2021-03-29 12:15:00,33,2
09,09272,2,6,5,2,3,15,2021-03-29 12:15:00,15,3
09,09273,3,5,1,3,1,6,2021-03-29 12:15:00,6,1
09,09274,1,4,0,1,1,5,2021-03-29 12:15:00,5,1
09,09275,2,5,3,2,4,25,2021-03-29 12:15:00,25,4
09,09276,2,4,3,2,3,11,2021-03-29 12:15:00,11,3
09,09277,2,2,2,2,2,14,2021-03-29 12:15:00,14,2
09,09278,2,3,3,2,4,7,2021-03-29 12:15:00,7,4
09,09279,2,0,0,2,3,19,2021-03-29 12:15:00,19,3
09,09361,3,14,9,1,6,33,2021-03-29 12:15:00,24,4
09,09362,7,39,33,4,38,177,2021-03-29 12:15:00,163,24
09,09363,3,9,5,1,11,53,2021-03-29 12:15:00,48,5
09,09371,1,6,4,1,1,9,2021-03-29 12:15:00,9,1
09,09372,1,6,4,1,4,10,2021-03-29 12:15:00,10,4
09,09373,1,6,3,1,1,21,2021-03-29 12:15:00,21,1
09,09375,2,3,2,2,1,13,2021-03-29 12:15:00,13,1
09,09376,4,14,4,4,4,19,2021-03-29 12:15:00,19,4
09,09377,2,7,5,2,9,9,2021-03-29 12:15:00,9,9
09,09461,5,7,4,1,15,38,2021-03-29 12:15:00,25,8
09,09462,7,12,9,2,7,59,2021-03-29 12:15:00,53,5
09,09463,3,4,1,1,10,31,2021-03-29 12:15:00,26,6
09,09464,3,5,2,1,8,25,2021-03-29 12:15:00,21,6
09,09471,2,2,1,2,8,8,2021-03-29 12:15:00,8,8
09,09472,1,0,0,1,2,5,2021-03-29 12:15:00,5,2
09,09474,2,4,1,2,2,12,2021-03-29 12:15:00,12,2
09,09475,2,7,6,2,5,12,2021-03-29 12:15:00,12,5
09,09476,1,4,0,1,3,11,2021-03-29 12:15:00,11,3
09,09477,1,11,9,1,2,25,2021-03-29 12:15:00,25,2
09,09478,3,2,2,3,11,36,2021-03-29 12:15:00,36,11
09,09479,2,3,2,2,9,11,2021-03-29 12:15:00,11,9
09,09561,2,5,1,2,7,18,2021-03-29 12:15:00,18,7
09,09562,5,22,18,3,23,122,2021-03-29 12:15:00,104,15
09,09563,3,7,3,1,3,49,2021-03-29 12:15:00,43,0
09,09564,12,37,22,6,38,160,2021-03-29 12:15:00,135,25
09,09565,1,0,0,1,2,2,2021-03-29 12:15:00,2,2
09,09571,3,4,1,3,7,16,2021-03-29 12:15:00,16,7
09,09572,1,1,1,1,1,5,2021-03-29 12:15:00,5,1
09,09574,3,4,3,3,1,23,2021-03-29 12:15:00,23,1
09,09575,2,2,2,2,7,38,2021-03-29 12:15:00,38,7
09,09576,1,1,0,1,2,4,2021-03-29 12:15:00,4,2
09,09577,2,1,0,2,2,14,2021-03-29 12:15:00,14,2
09,09661,3,7,2,1,3,50,2021-03-29 12:15:00,41,1
09,09662,4,12,1,2,7,62,2021-03-29 12:15:00,46,7
09,09663,4,6,4,2,36,108,2021-03-29 12:15:00,108,32
09,09671,1,4,3,1,0,6,2021-03-29 12:15:00,6,0
09,09672,4,1,0,4,4,41,2021-03-29 12:15:00,41,4
09,09673,1,8,2,1,27,109,2021-03-29 12:15:00,109,27
09,09674,2,1,1,2,1,8,2021-03-29 12:15:00,8,1
09,09675,1,2,0,1,3,5,2021-03-29 12:15:00,5,3
09,09676,1,5,4,1,0,9,2021-03-29 12:15:00,9,0
09,09677,1,2,2,1,0,8,2021-03-29 12:15:00,8,0
09,09678,2,0,0,2,5,1,2021-03-29 12:15:00,1,5
09,09679,1,2,1,1,2,7,2021-03-29 12:15:00,7,2
09,09761,6,20,6,3,38,117,2021-03-29 12:15:00,86,18
09,09762,1,4,1,1,0,16,2021-03-29 12:15:00,16,0
09,09763,3,3,2,1,4,37,2021-03-29 12:15:00,24,0
09,09764,3,3,1,1,1,27,2021-03-29 12:15:00,18,0
09,09771,2,5,3,2,0,16,2021-03-29 12:15:00,16,0
09,09772,2,2,1,2,5,8,2021-03-29 12:15:00,8,5
09,09773,2,1,1,2,6,8,2021-03-29 12:15:00,8,6
09,09774,4,4,3,4,1,44,2021-03-29 12:15:00,44,1
09,09775,2,0,0,2,6,12,2021-03-29 12:15:00,12,6
09,09776,2,0,0,2,6,6,2021-03-29 12:15:00,6,6
09,09777,3,3,0,3,7,13,2021-03-29 12:15:00,13,7
09,09778,2,3,2,2,3,11,2021-03-29 12:15:00,11,3
09,09779,3,6,5,3,7,18,2021-03-29 12:15:00,18,7
09,09780,2,5,2,2,1,17,2021-03-29 12:15:00,17,1
10,10041,9,21,10,7,32,151,2021-03-29 12:15:00,142,28
10,10042,1,2,0,1,4,8,2021-03-29 12:15:00,8,4
10,10043,5,1,1,3,5,31,2021-03-29 12:15:00,24,2
10,10044,4,2,1,3,18,41,2021-03-29 12:15:00,34,12
10,10045,4,23,11,2,21,173,2021-03-29 12:15:00,161,17
10,10046,1,1,0,1,3,9,2021-03-29 12:15:00,9,3
11,11000,64,223,159,41,178,1062,2021-03-29 12:15:00,970,157
12,12051,4,4,0,3,14,58,2021-03-29 12:15:00,49,7
12,12052,3,14,4,2,18,73,2021-03-29 12:15:00,64,15
12,12053,1,9,7,1,2,14,2021-03-29 12:15:00,14,2
12,12054,6,16,10,4,19,66,2021-03-29 12:15:00,44,18
12,12060,2,7,5,2,7,54,2021-03-29 12:15:00,54,7
12,12061,5,6,3,5,10,27,2021-03-29 12:15:00,27,10
12,12062,3,9,7,3,3,15,2021-03-29 12:15:00,15,3
12,12063,4,3,3,2,8,13,2021-03-29 12:15:00,13,4
12,12064,3,9,3,3,6,20,2021-03-29 12:15:00,20,6
12,12065,5,10,8,5,1,36,2021-03-29 12:15:00,36,1
12,12066,1,8,4,1,1,15,2021-03-29 12:15:00,15,1
12,12067,3,11,7,3,17,46,2021-03-29 12:15:00,46,17
12,12068,3,4,1,3,14,40,2021-03-29 12:15:00,40,14
12,12069,3,8,5,3,5,61,2021-03-29 12:15:00,61,5
12,12070,2,4,2,2,3,11,2021-03-29 12:15:00,11,3
12,12071,3,0,0,3,8,12,2021-03-29 12:15:00,12,8
12,12072,2,0,0,2,1,10,2021-03-29 12:15:00,10,1
12,12073,4,3,1,4,7,31,2021-03-29 12:15:00,31,7
13,13003,4,9,3,2,26,86,2021-03-29 12:15:00,78,16
13,13004,3,9,6,1,12,62,2021-03-29 12:15:00,50,2
13,13071,7,11,4,5,12,70,2021-03-29 12:15:00,59,10
13,13072,6,8,5,4,14,31,2021-03-29 12:15:00,31,14
13,13073,4,8,4,4,13,45,2021-03-29 12:15:00,45,13
13,13074,2,2,1,2,7,10,2021-03-29 12:15:00,10,7
13,13075,9,22,8,7,37,139,2021-03-29 12:15:00,132,28
13,13076,7,4,3,7,33,95,2021-03-29 12:15:00,95,33
14,14511,7,31,18,3,18,166,2021-03-29 12:15:00,148,10
14,14521,7,24,14,6,11,61,2021-03-29 12:15:00,60,8
14,14522,5,16,11,5,15,36,2021-03-29 12:15:00,36,15
14,14523,6,24,18,5,11,53,2021-03-29 12:15:00,53,10
14,14524,6,36,21,5,15,87,2021-03-29 12:15:00,85,15
14,14612,15,36,25,6,37,241,2021-03-29 12:15:00,219,29
14,14625,7,18,8,6,19,50,2021-03-29 12:15:00,50,19
14,14626,7,21,12,6,10,56,2021-03-29 12:15:00,50,10
14,14627,5,10,8,5,11,52,2021-03-29 12:15:00,52,11
14,14628,6,15,6,6,130,49,2021-03-29 12:15:00,49,130
14,14713,11,35,23,7,82,278,2021-03-29 12:15:00,245,63
14,14729,4,7,4,3,15,43,2021-03-29 12:15:00,38,12
14,14730,8,4,0,8,16,45,2021-03-29 12:15:00,45,16
15,15001,3,4,4,1,11,35,2021-03-29 12:15:00,30,4
15,15002,10,22,13,5,34,265,2021-03-29 12:15:00,248,24
15,15003,9,9,4,6,19,192,2021-03-29 12:15:00,174,13
15,15081,2,2,1,2,2,13,2021-03-29 12:15:00,13,2
15,15082,3,7,2,3,20,31,2021-03-29 12:15:00,31,20
15,15083,2,7,4,2,2,12,2021-03-29 12:15:00,12,2
15,15084,3,5,1,3,6,27,2021-03-29 12:15:00,27,6
15,15085,5,9,2,4,17,48,2021-03-29 12:15:00,45,12
15,15086,2,11,6,2,1,25,2021-03-29 12:15:00,25,1
15,15087,3,4,1,3,1,25,2021-03-29 12:15:00,25,1
15,15088,2,3,0,2,7,15,2021-03-29 12:15:00,15,7
15,15089,4,6,4,4,5,32,2021-03-29 12:15:00,32,5
15,15090,3,3,0,2,7,17,2021-03-29 12:15:00,17,4
15,15091,4,5,2,2,12,21,2021-03-29 12:15:00,21,10
16,16051,3,11,8,2,14,60,2021-03-29 12:15:00,58,12
16,16052,1,18,8,1,0,46,2021-03-29 12:15:00,46,0
16,16053,3,17,9,1,12,117,2021-03-29 12:15:00,95,7
16,16054,2,12,10,1,9,25,2021-03-29 12:15:00,22,2
16,16055,1,1,0,1,4,12,2021-03-29 12:15:00,12,4
16,16056,1,10,8,1,8,25,2021-03-29 12:15:00,25,8
16,16061,2,7,2,2,5,12,2021-03-29 12:15:00,12,5
16,16062,4,8,6,3,13,47,2021-03-29 12:15:00,40,5
16,16063,3,21,12,3,18,59,2021-03-29 12:15:00,59,18
16,16064,4,3,0,3,4,13,2021-03-29 12:15:00,13,2
16,16065,1,1,0,1,2,5,2021-03-29 12:15:00,5,2
16,16066,2,16,8,2,3,39,2021-03-29 12:15:00,39,3
16,16067,2,3,0,2,5,10,2021-03-29 12:15:00,10,5
16,16068,1,1,1,1,0,6,2021-03-29 12:15:00,6,0
16,16069,1,2,1,1,1,4,2021-03-29 12:15:00,4,1
16,16070,3,5,4,2,3,14,2021-03-29 12:15:00,13,3
16,16071,3,15,13,3,9,80,2021-03-29 12:15:00,80,9
16,16072,1,0,0,1,3,5,2021-03-29 12:15:00,5,3
16,16073,1,8,6,1,7,12,2021-03-29 12:15:00,12,7
16,16074,1,0,0,1,1,5,2021-03-29 12:15:00,5,1
16,16075,1,2,1,1,1,4,2021-03-29 12:15:00,4,1
16,16076,1,5,2,1,2,10,2021-03-29 12:15:00,10,2
16,16077,2,7,5,1,1,28,2021-03-29 12:15:00,28,0
