Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	30	15	50.0	3	10.0	3	100.0
2020-04-25	30	15	50.0	4	13.3	4	100.0
2020-04-26	30	17	56.7	3	10.0	3	100.0
2020-04-27	30	17	56.7	3	10.0	3	100.0
2020-04-28	30	16	53.3	3	10.0	3	100.0
2020-04-29	30	18	60.0	3	10.0	3	100.0
2020-04-30	30	11	36.7	3	10.0	3	100.0
2020-05-01	30	10	33.3	2	6.7	2	100.0
2020-05-02	30	8	26.7	1	3.3	1	100.0
2020-05-03	30	11	36.7	1	3.3	1	100.0
2020-05-04	30	9	30.0	1	3.3	1	100.0
2020-05-05	30	8	26.7	2	6.7	2	100.0
2020-05-06	30	9	30.0	1	3.3	1	100.0
2020-05-07	30	9	30.0	1	3.3	1	100.0
2020-05-08	30	9	30.0	1	3.3	1	100.0
2020-05-09	30	10	33.3	1	3.3	1	100.0
2020-05-10	30	7	23.3	1	3.3	1	100.0
2020-05-11	30	6	20.0	1	3.3	1	100.0
2020-05-12	30	7	23.3	1	3.3	1	100.0
2020-05-13	30	5	16.7	1	3.3	1	100.0
2020-05-14	30	7	23.3	1	3.3	1	100.0
2020-05-15	38	8	21.1	1	2.6	1	100.0
2020-05-16	30	9	30.0	1	3.3	1	100.0
2020-05-17	30	8	26.7	1	3.3	1	100.0
2020-05-18	30	10	33.3	1	3.3	1	100.0
2020-05-19	30	5	16.7	1	3.3	1	100.0
2020-05-20	30	8	26.7	1	3.3	1	100.0
2020-05-21	30	7	23.3	0	0.0	0	0
2020-05-22	30	7	23.3	0	0.0	0	0
2020-05-23	30	9	30.0	0	0.0	0	0
2020-05-24	30	8	26.7	1	3.3	1	100.0
2020-05-25	30	7	23.3	0	0.0	0	0
2020-05-26	30	7	23.3	0	0.0	0	0
2020-05-27	30	7	23.3	0	0.0	0	0
2020-05-28	30	9	30.0	0	0.0	0	0
2020-05-29	30	9	30.0	0	0.0	0	0
2020-05-30	30	10	33.3	0	0.0	0	0
2020-05-31	30	9	30.0	0	0.0	0	0
2020-06-01	30	8	26.7	0	0.0	0	0
2020-06-02	30	8	26.7	0	0.0	0	0
2020-06-03	30	7	23.3	0	0.0	0	0
2020-06-04	30	8	26.7	0	0.0	0	0
2020-06-05	30	6	20.0	0	0.0	0	0
2020-06-06	30	9	30.0	0	0.0	0	0
2020-06-07	30	8	26.7	0	0.0	0	0
2020-06-08	30	9	30.0	0	0.0	0	0
2020-06-09	30	9	30.0	0	0.0	0	0
2020-06-10	30	9	30.0	0	0.0	0	0
2020-06-11	30	7	23.3	0	0.0	0	0
2020-06-12	30	6	20.0	0	0.0	0	0
2020-06-13	30	6	20.0	0	0.0	0	0
2020-06-14	30	8	26.7	0	0.0	0	0
2020-06-15	30	10	33.3	0	0.0	0	0
2020-06-16	30	9	30.0	0	0.0	0	0
2020-06-17	30	8	26.7	0	0.0	0	0
2020-06-18	30	9	30.0	0	0.0	0	0
2020-06-19	30	8	26.7	0	0.0	0	0
2020-06-20	30	8	26.7	0	0.0	0	0
2020-06-21	30	9	30.0	0	0.0	0	0
2020-06-22	30	8	26.7	0	0.0	0	0
2020-06-23	30	9	30.0	0	0.0	0	0
2020-06-24	30	9	30.0	0	0.0	0	0
2020-06-25	30	8	26.7	0	0.0	0	0
2020-06-26	30	12	40.0	0	0.0	0	0
2020-06-27	30	7	23.3	0	0.0	0	0
2020-06-28	30	7	23.3	0	0.0	0	0
2020-06-29	30	9	30.0	0	0.0	0	0
2020-06-30	30	11	36.7	0	0.0	0	0
2020-07-01	30	13	43.3	0	0.0	0	0
2020-07-02	30	9	30.0	0	0.0	0	0
2020-07-03	30	9	30.0	0	0.0	0	0
2020-07-04	30	8	26.7	0	0.0	0	0
2020-07-05	30	8	26.7	0	0.0	0	0
2020-07-06	30	9	30.0	0	0.0	0	0
2020-07-07	30	8	26.7	0	0.0	0	0
2020-07-08	30	10	33.3	0	0.0	0	0
2020-07-09	30	9	30.0	0	0.0	0	0
2020-07-10	30	10	33.3	0	0.0	0	0
2020-07-11	30	11	36.7	0	0.0	0	0
2020-07-12	30	10	33.3	0	0.0	0	0
2020-07-13	30	10	33.3	0	0.0	0	0
2020-07-14	30	8	26.7	0	0.0	0	0
2020-07-15	30	8	26.7	0	0.0	0	0
2020-07-16	30	8	26.7	0	0.0	0	0
2020-07-17	30	10	33.3	0	0.0	0	0
2020-07-18	30	12	40.0	0	0.0	0	0
2020-07-19	30	9	30.0	0	0.0	0	0
2020-07-20	30	10	33.3	0	0.0	0	0
2020-07-21	30	10	33.3	0	0.0	0	0
2020-07-22	30	10	33.3	0	0.0	0	0
2020-07-23	30	10	33.3	0	0.0	0	0
2020-07-24	30	12	40.0	0	0.0	0	0
2020-07-25	30	11	36.7	0	0.0	0	0
2020-07-26	30	12	40.0	0	0.0	0	0
2020-07-27	30	11	36.7	0	0.0	0	0
2020-07-28	30	12	40.0	0	0.0	0	0
2020-07-29	30	11	36.7	0	0.0	0	0
2020-07-30	30	10	33.3	0	0.0	0	0
2020-07-31	30	11	36.7	0	0.0	0	0
2020-08-01	30	18	60.0	0	0.0	0	0
2020-08-02	30	12	40.0	0	0.0	0	0
2020-08-03	30	12	40.0	0	0.0	0	0
2020-08-04	14	10	71.4	0	0.0	0	0
2020-08-05	14	11	78.6	0	0.0	0	0
2020-08-06	14	9	64.3	0	0.0	0	0
2020-08-07	14	10	71.4	0	0.0	0	0
2020-08-08	14	9	64.3	0	0.0	0	0
2020-08-09	14	7	50.0	0	0.0	0	0
2020-08-10	14	8	57.1	0	0.0	0	0
2020-08-11	14	10	71.4	0	0.0	0	0
2020-08-12	14	10	71.4	0	0.0	0	0
2020-08-13	14	11	78.6	0	0.0	0	0
2020-08-14	14	9	64.3	0	0.0	0	0
2020-08-15	14	10	71.4	0	0.0	0	0
2020-08-16	14	8	57.1	0	0.0	0	0
2020-08-17	14	9	64.3	0	0.0	0	0
2020-08-18	14	11	78.6	0	0.0	0	0
2020-08-19	14	11	78.6	0	0.0	0	0
2020-08-20	14	7	50.0	0	0.0	0	0
2020-08-21	14	9	64.3	0	0.0	0	0
2020-08-22	14	7	50.0	0	0.0	0	0
2020-08-23	14	8	57.1	0	0.0	0	0
2020-08-24	14	7	50.0	0	0.0	0	0
2020-08-25	14	6	42.9	0	0.0	0	0
2020-08-26	14	10	71.4	0	0.0	0	0
2020-08-27	14	10	71.4	0	0.0	0	0
2020-08-28	14	12	85.7	0	0.0	0	0
2020-08-29	14	10	71.4	0	0.0	0	0
2020-08-30	14	12	85.7	0	0.0	0	0
2020-08-31	14	11	78.6	0	0.0	0	0
2020-09-01	14	8	57.1	0	0.0	0	0
2020-09-02	14	7	50.0	0	0.0	0	0
2020-09-03	14	9	64.3	0	0.0	0	0
