Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	39	12	30.8	2	5.1	2	100.0
2020-04-25	41	18	43.9	2	4.9	1	50.0
2020-04-26	41	20	48.8	2	4.9	1	50.0
2020-04-27	41	20	48.8	2	4.9	1	50.0
2020-04-28	39	19	48.7	2	5.1	1	50.0
2020-04-29	40	20	50.0	2	5.0	1	50.0
2020-04-30	39	16	41.0	2	5.1	1	50.0
2020-05-01	38	16	42.1	2	5.3	1	50.0
2020-05-02	40	17	42.5	2	5.0	1	50.0
2020-05-03	38	17	44.7	2	5.3	1	50.0
2020-05-04	37	17	45.9	2	5.4	1	50.0
2020-05-05	37	21	56.8	1	2.7	1	100.0
2020-05-06	35	21	60.0	1	2.9	1	100.0
2020-05-07	35	20	57.1	1	2.9	1	100.0
2020-05-08	39	17	43.6	1	2.6	1	100.0
2020-05-09	39	18	46.2	1	2.6	1	100.0
2020-05-10	39	17	43.6	2	5.1	1	50.0
2020-05-11	39	16	41.0	1	2.6	1	100.0
2020-05-12	39	14	35.9	1	2.6	1	100.0
2020-05-13	41	13	31.7	1	2.4	1	100.0
2020-05-14	46	19	41.3	1	2.2	1	100.0
2020-05-15	42	13	31.0	1	2.4	1	100.0
2020-05-16	44	15	34.1	1	2.3	1	100.0
2020-05-17	44	15	34.1	1	2.3	1	100.0
2020-05-18	41	13	31.7	1	2.4	1	100.0
2020-05-19	40	12	30.0	1	2.5	0	0.0
2020-05-20	39	10	25.6	1	2.6	0	0.0
2020-05-21	39	13	33.3	1	2.6	0	0.0
2020-05-22	40	14	35.0	1	2.5	0	0.0
2020-05-23	39	14	35.9	1	2.6	0	0.0
2020-05-24	39	15	38.5	1	2.6	0	0.0
2020-05-25	39	15	38.5	1	2.6	0	0.0
2020-05-26	39	14	35.9	1	2.6	0	0.0
2020-05-27	39	14	35.9	0	0.0	0	0
2020-05-28	39	15	38.5	0	0.0	0	0
2020-05-29	39	18	46.2	0	0.0	0	0
2020-05-30	37	19	51.4	0	0.0	0	0
2020-05-31	35	17	48.6	0	0.0	0	0
2020-06-01	37	16	43.2	0	0.0	0	0
2020-06-02	37	17	45.9	0	0.0	0	0
2020-06-03	39	19	48.7	0	0.0	0	0
2020-06-04	39	17	43.6	0	0.0	0	0
2020-06-05	40	17	42.5	0	0.0	0	0
2020-06-06	40	19	47.5	0	0.0	0	0
2020-06-07	40	16	40.0	0	0.0	0	0
2020-06-08	40	16	40.0	0	0.0	0	0
2020-06-09	44	17	38.6	0	0.0	0	0
2020-06-10	44	21	47.7	0	0.0	0	0
2020-06-11	42	16	38.1	0	0.0	0	0
2020-06-12	39	16	41.0	0	0.0	0	0
2020-06-13	39	13	33.3	0	0.0	0	0
2020-06-14	39	14	35.9	0	0.0	0	0
2020-06-15	39	18	46.2	0	0.0	0	0
2020-06-16	39	17	43.6	0	0.0	0	0
2020-06-17	39	23	59.0	0	0.0	0	0
2020-06-18	38	17	44.7	0	0.0	0	0
2020-06-19	38	17	44.7	0	0.0	0	0
2020-06-20	40	15	37.5	0	0.0	0	0
2020-06-21	39	16	41.0	0	0.0	0	0
2020-06-22	42	15	35.7	0	0.0	0	0
2020-06-23	38	18	47.4	0	0.0	0	0
2020-06-24	40	18	45.0	0	0.0	0	0
2020-06-25	40	15	37.5	0	0.0	0	0
2020-06-26	40	15	37.5	0	0.0	0	0
2020-06-27	40	15	37.5	0	0.0	0	0
2020-06-28	40	18	45.0	0	0.0	0	0
2020-06-29	40	19	47.5	0	0.0	0	0
2020-06-30	40	18	45.0	0	0.0	0	0
2020-07-01	40	21	52.5	0	0.0	0	0
2020-07-02	37	15	40.5	0	0.0	0	0
2020-07-03	39	13	33.3	0	0.0	0	0
2020-07-04	40	13	32.5	0	0.0	0	0
2020-07-05	40	15	37.5	0	0.0	0	0
2020-07-06	40	17	42.5	0	0.0	0	0
2020-07-07	40	17	42.5	0	0.0	0	0
2020-07-08	40	22	55.0	0	0.0	0	0
2020-07-09	40	21	52.5	0	0.0	0	0
2020-07-10	39	15	38.5	0	0.0	0	0
2020-07-11	39	14	35.9	0	0.0	0	0
2020-07-12	39	14	35.9	0	0.0	0	0
2020-07-13	39	16	41.0	0	0.0	0	0
2020-07-14	44	19	43.2	0	0.0	0	0
2020-07-15	40	20	50.0	0	0.0	0	0
2020-07-16	40	18	45.0	0	0.0	0	0
2020-07-17	40	16	40.0	0	0.0	0	0
2020-07-18	40	16	40.0	0	0.0	0	0
2020-07-19	40	16	40.0	0	0.0	0	0
2020-07-20	40	15	37.5	0	0.0	0	0
2020-07-21	40	14	35.0	0	0.0	0	0
2020-07-22	40	15	37.5	1	2.5	0	0.0
2020-07-23	45	15	33.3	0	0.0	0	0
2020-07-24	40	17	42.5	0	0.0	0	0
2020-07-25	40	19	47.5	0	0.0	0	0
2020-07-26	40	16	40.0	0	0.0	0	0
2020-07-27	40	18	45.0	0	0.0	0	0
2020-07-28	39	20	51.3	0	0.0	0	0
2020-07-29	40	21	52.5	0	0.0	0	0
2020-07-30	40	20	50.0	0	0.0	0	0
2020-07-31	40	21	52.5	0	0.0	0	0
2020-08-01	40	22	55.0	0	0.0	0	0
2020-08-02	40	24	60.0	0	0.0	0	0
2020-08-03	40	22	55.0	0	0.0	0	0
2020-08-04	31	25	80.6	0	0.0	0	0
2020-08-05	31	22	71.0	0	0.0	0	0
2020-08-06	31	23	74.2	0	0.0	0	0
2020-08-07	31	16	51.6	0	0.0	0	0
2020-08-08	31	18	58.1	0	0.0	0	0
2020-08-09	31	19	61.3	0	0.0	0	0
2020-08-10	31	22	71.0	0	0.0	0	0
