Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	93	52	55.9	9	9.7	4	44.4
2020-04-25	100	40	40.0	5	5.0	4	80.0
2020-04-26	100	38	38.0	5	5.0	4	80.0
2020-04-27	100	39	39.0	6	6.0	4	66.7
2020-04-28	100	38	38.0	6	6.0	4	66.7
2020-04-29	100	34	34.0	4	4.0	3	75.0
2020-04-30	116	49	42.2	4	3.4	3	75.0
2020-05-01	118	51	43.2	3	2.5	2	66.7
2020-05-02	117	52	44.4	3	2.6	2	66.7
2020-05-03	115	56	48.7	3	2.6	2	66.7
2020-05-04	115	57	49.6	1	0.9	1	100.0
2020-05-05	115	57	49.6	1	0.9	1	100.0
2020-05-06	115	57	49.6	1	0.9	1	100.0
2020-05-07	121	67	55.4	1	0.8	1	100.0
2020-05-08	116	63	54.3	1	0.9	1	100.0
2020-05-09	116	66	56.9	1	0.9	1	100.0
2020-05-10	116	75	64.7	1	0.9	1	100.0
2020-05-11	116	58	50.0	1	0.9	1	100.0
2020-05-12	115	59	51.3	1	0.9	1	100.0
2020-05-13	115	63	54.8	1	0.9	1	100.0
2020-05-14	117	56	47.9	1	0.9	1	100.0
2020-05-15	117	64	54.7	0	0.0	0	0
2020-05-16	117	72	61.5	0	0.0	0	0
2020-05-17	115	64	55.7	0	0.0	0	0
2020-05-18	116	71	61.2	1	0.9	0	0.0
2020-05-19	116	66	56.9	1	0.9	0	0.0
2020-05-20	116	66	56.9	0	0.0	0	0
2020-05-21	115	67	58.3	0	0.0	0	0
2020-05-22	115	73	63.5	0	0.0	0	0
2020-05-23	116	73	62.9	0	0.0	0	0
2020-05-24	116	73	62.9	0	0.0	0	0
2020-05-25	116	72	62.1	1	0.9	0	0.0
2020-05-26	119	70	58.8	1	0.8	0	0.0
2020-05-27	116	74	63.8	1	0.9	0	0.0
2020-05-28	116	73	62.9	1	0.9	0	0.0
2020-05-29	117	67	57.3	1	0.9	0	0.0
2020-05-30	118	77	65.3	1	0.8	0	0.0
2020-05-31	117	72	61.5	1	0.9	0	0.0
2020-06-01	117	70	59.8	0	0.0	0	0
2020-06-02	117	71	60.7	0	0.0	0	0
2020-06-03	117	61	52.1	0	0.0	0	0
2020-06-04	117	66	56.4	0	0.0	0	0
2020-06-05	116	66	56.9	0	0.0	0	0
2020-06-06	116	68	58.6	0	0.0	0	0
2020-06-07	116	66	56.9	1	0.9	0	0.0
2020-06-08	116	73	62.9	1	0.9	0	0.0
2020-06-09	116	75	64.7	1	0.9	0	0.0
2020-06-10	116	81	69.8	1	0.9	0	0.0
2020-06-11	117	64	54.7	3	2.6	0	0.0
2020-06-12	116	61	52.6	2	1.7	0	0.0
2020-06-13	117	64	54.7	2	1.7	0	0.0
2020-06-14	116	63	54.3	2	1.7	0	0.0
2020-06-15	116	61	52.6	2	1.7	0	0.0
2020-06-16	116	68	58.6	2	1.7	0	0.0
2020-06-17	117	70	59.8	1	0.9	0	0.0
2020-06-18	117	74	63.2	1	0.9	0	0.0
2020-06-19	114	64	56.1	0	0.0	0	0
2020-06-20	116	67	57.8	0	0.0	0	0
2020-06-21	116	64	55.2	0	0.0	0	0
2020-06-22	117	67	57.3	0	0.0	0	0
2020-06-23	117	68	58.1	0	0.0	0	0
2020-06-24	116	67	57.8	1	0.9	0	0.0
2020-06-25	117	70	59.8	0	0.0	0	0
2020-06-26	114	61	53.5	0	0.0	0	0
2020-06-27	116	63	54.3	0	0.0	0	0
2020-06-28	116	63	54.3	0	0.0	0	0
2020-06-29	116	65	56.0	0	0.0	0	0
2020-06-30	116	69	59.5	0	0.0	0	0
2020-07-01	116	69	59.5	0	0.0	0	0
2020-07-02	116	62	53.4	0	0.0	0	0
2020-07-03	116	63	54.3	0	0.0	0	0
2020-07-04	116	63	54.3	0	0.0	0	0
2020-07-05	116	60	51.7	0	0.0	0	0
2020-07-06	116	58	50.0	1	0.9	1	100.0
2020-07-07	116	62	53.4	1	0.9	1	100.0
2020-07-08	116	61	52.6	3	2.6	1	33.3
2020-07-09	116	66	56.9	4	3.4	1	25.0
2020-07-10	116	66	56.9	5	4.3	1	20.0
2020-07-11	114	63	55.3	4	3.5	0	0.0
2020-07-12	114	68	59.6	4	3.5	0	0.0
2020-07-13	114	65	57.0	4	3.5	1	25.0
2020-07-14	114	70	61.4	2	1.8	1	50.0
