Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_invasiv_beatmet	faelle_covid_aktuell_beatmet_proz
2020-04-24	69	45	65.2	0	0.0	0	0
2020-04-25	69	45	65.2	0	0.0	0	0
2020-04-26	75	48	64.0	0	0.0	0	0
2020-04-27	72	43	59.7	0	0.0	0	0
2020-04-28	75	47	62.7	0	0.0	0	0
2020-04-29	75	53	70.7	0	0.0	0	0
2020-04-30	76	51	67.1	0	0.0	0	0
2020-05-01	76	51	67.1	0	0.0	0	0
2020-05-02	76	49	64.5	0	0.0	0	0
2020-05-03	76	49	64.5	0	0.0	0	0
2020-05-04	76	50	65.8	0	0.0	0	0
2020-05-05	76	52	68.4	0	0.0	0	0
2020-05-06	74	48	64.9	0	0.0	0	0
2020-05-07	74	47	63.5	0	0.0	0	0
2020-05-08	73	45	61.6	0	0.0	0	0
2020-05-09	73	42	57.5	0	0.0	0	0
2020-05-10	76	43	56.6	0	0.0	0	0
2020-05-11	76	45	59.2	0	0.0	0	0
2020-05-12	76	48	63.2	0	0.0	0	0
2020-05-13	73	50	68.5	0	0.0	0	0
2020-05-14	73	51	69.9	0	0.0	0	0
2020-05-15	73	51	69.9	0	0.0	0	0
2020-05-16	73	46	63.0	0	0.0	0	0
2020-05-17	75	47	62.7	0	0.0	0	0
2020-05-18	75	47	62.7	0	0.0	0	0
2020-05-19	75	45	60.0	0	0.0	0	0
2020-05-20	73	44	60.3	0	0.0	0	0
2020-05-21	73	47	64.4	0	0.0	0	0
2020-05-22	73	46	63.0	0	0.0	0	0
2020-05-23	73	43	58.9	0	0.0	0	0
2020-05-24	73	41	56.2	0	0.0	0	0
2020-05-25	73	41	56.2	0	0.0	0	0
2020-05-26	73	46	63.0	0	0.0	0	0
2020-05-27	73	47	64.4	0	0.0	0	0
2020-05-28	73	47	64.4	0	0.0	0	0
2020-05-29	73	50	68.5	0	0.0	0	0
2020-05-30	73	45	61.6	0	0.0	0	0
2020-05-31	73	47	64.4	0	0.0	0	0
2020-06-01	73	47	64.4	0	0.0	0	0
2020-06-02	73	44	60.3	0	0.0	0	0
2020-06-03	73	48	65.8	0	0.0	0	0
2020-06-04	73	49	67.1	0	0.0	0	0
2020-06-05	73	49	67.1	0	0.0	0	0
2020-06-06	73	48	65.8	0	0.0	0	0
2020-06-07	73	48	65.8	0	0.0	0	0
2020-06-08	73	49	67.1	0	0.0	0	0
2020-06-09	73	54	74.0	0	0.0	0	0
2020-06-10	73	55	75.3	0	0.0	0	0
2020-06-11	73	49	67.1	0	0.0	0	0
2020-06-12	73	48	65.8	0	0.0	0	0
2020-06-13	73	49	67.1	0	0.0	0	0
2020-06-14	73	47	64.4	0	0.0	0	0
2020-06-15	73	48	65.8	0	0.0	0	0
2020-06-16	73	48	65.8	0	0.0	0	0
2020-06-17	73	50	68.5	0	0.0	0	0
2020-06-18	73	51	69.9	1	1.4	0	0.0
2020-06-19	73	49	67.1	1	1.4	0	0.0
2020-06-20	73	47	64.4	0	0.0	0	0
2020-06-21	73	47	64.4	0	0.0	0	0
2020-06-22	73	49	67.1	0	0.0	0	0
2020-06-23	73	53	72.6	0	0.0	0	0
2020-06-24	73	50	68.5	0	0.0	0	0
2020-06-25	73	48	65.8	0	0.0	0	0
2020-06-26	73	47	64.4	0	0.0	0	0
2020-06-27	73	47	64.4	0	0.0	0	0
2020-06-28	73	53	72.6	0	0.0	0	0
2020-06-29	73	54	74.0	0	0.0	0	0
2020-06-30	73	51	69.9	0	0.0	0	0
2020-07-01	73	54	74.0	0	0.0	0	0
2020-07-02	64	56	87.5	0	0.0	0	0
2020-07-03	61	54	88.5	0	0.0	0	0
2020-07-04	73	51	69.9	0	0.0	0	0
2020-07-05	73	52	71.2	0	0.0	0	0
2020-07-06	73	52	71.2	0	0.0	0	0
2020-07-07	73	54	74.0	0	0.0	0	0
2020-07-08	73	56	76.7	0	0.0	0	0
2020-07-09	73	52	71.2	0	0.0	0	0
2020-07-10	73	52	71.2	0	0.0	0	0
2020-07-11	73	54	74.0	0	0.0	0	0
2020-07-12	74	52	70.3	0	0.0	0	0
2020-07-13	62	55	88.7	0	0.0	0	0
2020-07-14	62	55	88.7	0	0.0	0	0
2020-07-15	61	55	90.2	0	0.0	0	0
2020-07-16	61	55	90.2	0	0.0	0	0
2020-07-17	64	56	87.5	0	0.0	0	0
2020-07-18	64	55	85.9	0	0.0	0	0
2020-07-19	64	53	82.8	0	0.0	0	0
2020-07-20	64	57	89.1	0	0.0	0	0
2020-07-21	64	54	84.4	0	0.0	0	0
2020-07-22	63	54	85.7	0	0.0	0	0
2020-07-23	63	54	85.7	0	0.0	0	0
2020-07-24	64	57	89.1	0	0.0	0	0
2020-07-25	64	56	87.5	0	0.0	0	0
2020-07-26	64	53	82.8	0	0.0	0	0
2020-07-27	64	53	82.8	0	0.0	0	0
2020-07-28	64	52	81.2	0	0.0	0	0
2020-07-29	64	52	81.2	0	0.0	0	0
2020-07-30	64	54	84.4	0	0.0	0	0
2020-07-31	64	53	82.8	0	0.0	0	0
2020-08-01	64	54	84.4	0	0.0	0	0
2020-08-02	64	51	79.7	0	0.0	0	0
2020-08-03	64	52	81.2	0	0.0	0	0
2020-08-04	61	53	86.9	0	0.0	0	0
2020-08-05	57	48	84.2	0	0.0	0	0
2020-08-06	57	44	77.2	0	0.0	0	0
2020-08-07	55	45	81.8	0	0.0	0	0
2020-08-08	55	42	76.4	0	0.0	0	0
2020-08-09	57	42	73.7	0	0.0	0	0
2020-08-10	55	42	76.4	0	0.0	0	0
2020-08-11	55	45	81.8	0	0.0	0	0
2020-08-12	55	44	80.0	0	0.0	0	0
2020-08-13	55	44	80.0	0	0.0	0	0
2020-08-14	57	46	80.7	0	0.0	0	0
2020-08-15	53	43	81.1	0	0.0	0	0
2020-08-16	53	42	79.2	0	0.0	0	0
2020-08-17	55	41	74.5	0	0.0	0	0
2020-08-18	53	44	83.0	0	0.0	0	0
2020-08-19	53	48	90.6	0	0.0	0	0
2020-08-20	55	47	85.5	0	0.0	0	0
2020-08-21	55	49	89.1	0	0.0	0	0
2020-08-22	55	49	89.1	0	0.0	0	0
2020-08-23	55	49	89.1	0	0.0	0	0
2020-08-24	55	49	89.1	0	0.0	0	0
2020-08-25	57	52	91.2	0	0.0	0	0
2020-08-26	57	52	91.2	0	0.0	0	0
2020-08-27	57	54	94.7	0	0.0	0	0
2020-08-28	57	51	89.5	0	0.0	0	0
2020-08-29	53	50	94.3	0	0.0	0	0
2020-08-30	54	48	88.9	0	0.0	0	0
2020-08-31	57	44	77.2	0	0.0	0	0
2020-09-01	49	39	79.6	0	0.0	0	0
2020-09-02	50	39	78.0	0	0.0	0	0
2020-09-03	50	44	88.0	0	0.0	0	0
2020-09-04	50	41	82.0	0	0.0	0	0
2020-09-05	50	44	88.0	0	0.0	0	0
2020-09-06	50	44	88.0	0	0.0	0	0
2020-09-07	50	43	86.0	0	0.0	0	0
2020-09-08	50	46	92.0	0	0.0	0	0
2020-09-09	49	42	85.7	0	0.0	0	0
2020-09-10	50	40	80.0	0	0.0	0	0
