Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2020-10-17	7	5	71.4	0	0.0	0	0
2020-06-06	9	3	33.3	0	0.0	0	0
2020-10-21	7	3	42.9	0	0.0	0	0
2020-05-13	9	3	33.3	0	0.0	0	0
2020-11-21	7	3	42.9	0	0.0	0	0
2020-07-23	7	5	71.4	0	0.0	0	0
2020-06-08	9	0	0.0	0	0.0	0	0
2020-11-26	7	6	85.7	0	0.0	0	0
2020-07-03	9	5	55.6	0	0.0	0	0
2020-08-31	7	3	42.9	0	0.0	0	0
2020-06-20	9	2	22.2	0	0.0	0	0
2020-09-03	7	1	14.3	0	0.0	0	0
2020-08-04	7	2	28.6	0	0.0	0	0
2020-09-11	5	5	100.0	0	0.0	0	0
2020-09-18	5	4	80.0	0	0.0	0	0
2020-07-09	9	4	44.4	0	0.0	0	0
2020-07-13	9	4	44.4	0	0.0	0	0
2020-08-13	7	2	28.6	0	0.0	0	0
2020-09-13	5	4	80.0	0	0.0	0	0
2020-09-20	7	2	28.6	0	0.0	0	0
2020-11-12	7	6	85.7	0	0.0	0	0
2020-07-04	9	3	33.3	0	0.0	0	0
2020-11-27	7	6	85.7	0	0.0	0	0
2020-05-11	9	5	55.6	0	0.0	0	0
2020-11-18	7	3	42.9	0	0.0	0	0
2020-07-20	9	4	44.4	0	0.0	0	0
2020-07-16	9	3	33.3	0	0.0	0	0
2020-08-10	7	4	57.1	0	0.0	0	0
2020-06-07	9	1	11.1	0	0.0	0	0
2020-05-06	10	4	40.0	0	0.0	0	0
2020-05-23	9	1	11.1	0	0.0	0	0
2020-07-19	9	3	33.3	0	0.0	0	0
2020-04-29	10	4	40.0	1	10.0	1	100.0
2020-10-19	7	4	57.1	0	0.0	0	0
2020-11-25	7	5	71.4	0	0.0	0	0
2020-07-08	9	4	44.4	0	0.0	0	0
2020-10-08	7	2	28.6	0	0.0	0	0
2020-11-14	7	6	85.7	0	0.0	0	0
2020-10-16	7	3	42.9	0	0.0	0	0
2020-05-02	10	5	50.0	0	0.0	0	0
2020-10-06	7	4	57.1	0	0.0	0	0
2020-06-17	9	2	22.2	0	0.0	0	0
2020-05-07	9	3	33.3	0	0.0	0	0
2020-08-07	7	3	42.9	0	0.0	0	0
2020-06-29	9	4	44.4	0	0.0	0	0
2020-10-14	7	5	71.4	0	0.0	0	0
2020-10-01	7	3	42.9	0	0.0	0	0
2020-05-05	10	5	50.0	0	0.0	0	0
2020-08-03	9	3	33.3	0	0.0	0	0
2020-07-05	9	3	33.3	0	0.0	0	0
2020-11-23	7	4	57.1	0	0.0	0	0
2020-09-22	7	2	28.6	0	0.0	0	0
2020-11-06	7	2	28.6	0	0.0	0	0
2020-06-01	9	5	55.6	0	0.0	0	0
2020-06-23	0	0		0		0	0
2020-10-26	7	2	28.6	0	0.0	0	0
2020-06-18	9	4	44.4	0	0.0	0	0
2020-07-02	9	3	33.3	0	0.0	0	0
2020-11-02	7	4	57.1	0	0.0	0	0
2020-07-18	9	3	33.3	0	0.0	0	0
2020-07-17	9	4	44.4	0	0.0	0	0
2020-12-01	7	4	57.1	0	0.0	0	0
2020-10-07	7	4	57.1	0	0.0	0	0
2020-06-16	9	3	33.3	0	0.0	0	0
2020-09-09	7	2	28.6	0	0.0	0	0
2020-08-09	7	2	28.6	0	0.0	0	0
2020-12-04	7	3	42.9	0	0.0	0	0
2020-10-24	7	1	14.3	0	0.0	0	0
2020-06-13	9	2	22.2	0	0.0	0	0
2020-08-30	7	3	42.9	0	0.0	0	0
2020-11-03	7	4	57.1	0	0.0	0	0
2020-10-11	7	2	28.6	0	0.0	0	0
2020-10-20	7	4	57.1	0	0.0	0	0
2020-09-26	7	2	28.6	0	0.0	0	0
2020-08-17	7	3	42.9	0	0.0	0	0
2020-10-31	7	2	28.6	0	0.0	0	0
2020-07-25	9	5	55.6	0	0.0	0	0
2020-06-25	9	4	44.4	0	0.0	0	0
2020-09-19	7	1	14.3	0	0.0	0	0
2020-08-05	7	5	71.4	0	0.0	0	0
2020-10-12	5	4	80.0	0	0.0	0	0
2020-05-28	9	3	33.3	0	0.0	0	0
2020-05-16	9	2	22.2	0	0.0	0	0
2020-11-29	7	3	42.9	0	0.0	0	0
2020-10-13	7	5	71.4	0	0.0	0	0
2020-06-03	9	3	33.3	0	0.0	0	0
2020-07-26	9	5	55.6	0	0.0	0	0
2020-10-27	7	3	42.9	0	0.0	0	0
2020-10-04	7	3	42.9	0	0.0	0	0
2020-05-26	9	2	22.2	0	0.0	0	0
2020-05-01	10	5	50.0	0	0.0	0	0
2020-05-22	9	2	22.2	0	0.0	0	0
2020-08-01	9	3	33.3	0	0.0	0	0
2020-05-14	9	3	33.3	0	0.0	0	0
2020-11-20	7	4	57.1	0	0.0	0	0
2020-05-27	9	2	22.2	0	0.0	0	0
2020-05-30	9	4	44.4	0	0.0	0	0
2020-07-14	9	4	44.4	0	0.0	0	0
2020-05-21	9	3	33.3	0	0.0	0	0
2020-07-30	9	2	22.2	0	0.0	0	0
2020-08-20	7	6	85.7	0	0.0	0	0
2020-08-15	7	2	28.6	0	0.0	0	0
2020-05-29	9	5	55.6	0	0.0	0	0
2020-11-11	7	5	71.4	0	0.0	0	0
2020-10-09	7	1	14.3	0	0.0	0	0
2020-07-15	9	6	66.7	0	0.0	0	0
2020-08-24	5	4	80.0	0	0.0	0	0
2020-10-05	5	3	60.0	0	0.0	0	0
2020-09-30	7	2	28.6	0	0.0	0	0
2020-09-12	5	4	80.0	0	0.0	0	0
2020-08-22	6	6	100.0	0	0.0	0	0
2020-04-27	10	4	40.0	1	10.0	1	100.0
2020-05-25	9	2	22.2	0	0.0	0	0
2020-07-27	9	5	55.6	0	0.0	0	0
2020-08-25	5	5	100.0	0	0.0	0	0
2020-11-13	7	4	57.1	0	0.0	0	0
2020-07-29	9	3	33.3	0	0.0	0	0
2020-04-30	10	5	50.0	0	0.0	0	0
2020-11-22	7	2	28.6	0	0.0	0	0
2020-11-04	7	2	28.6	0	0.0	0	0
2020-08-26	5	5	100.0	0	0.0	0	0
2020-09-23	7	2	28.6	0	0.0	0	0
2020-11-09	7	4	57.1	0	0.0	0	0
2020-08-19	7	5	71.4	0	0.0	0	0
2020-06-04	9	4	44.4	0	0.0	0	0
2020-12-02	7	4	57.1	0	0.0	0	0
2020-09-17	5	4	80.0	0	0.0	0	0
2020-11-10	7	5	71.4	0	0.0	0	0
2020-09-05	7	2	28.6	0	0.0	0	0
2020-05-24	9	2	22.2	0	0.0	0	0
2020-06-27	9	5	55.6	0	0.0	0	0
2020-10-10	7	1	14.3	0	0.0	0	0
2020-11-24	7	4	57.1	0	0.0	0	0
